Live Base Allegiance Positions: Global Coordinates
name,label,region,iconType,team,global_x,global_y
The Crumbling Passage,The Crumbling Passage,CallahansPassageHex,45,COLONIALS,5839.080725,2439.602361
The Cut,The Cut,MooringCountyHex,58,WARDENS,4886.670675,1973.580387
The Dais,The Dais,StonecradleHex,45,WARDENS,4440.532439,1895.427225
The Den,The Den,BasinSionnachHex,58,WARDENS,5811.841923,459.038926
The Dirk,The Dirk,OarbreakerHex,45,WARDENS,1884.149791,3711.123629
The Droll,The Droll,PalantineBermHex,57,WARDENS,2115.510056,2644.785305
The Evil Eye,The Evil Eye,EndlessShoreHex,45,WARDENS,8389.370565,3515.734933
The Filament,The Filament,SpeakingWoodsHex,58,WARDENS,4937.361871,867.403229
The First Coin,The First Coin,LinnMercyHex,58,COLONIALS,5041.009682,2831.616394
The Flair,The Flair,StemaLandingHex,45,WARDENS,2654.921419,3771.697456
The Foundry,The Foundry,UmbralWildwoodHex,58,COLONIALS,5676.413109,3771.053928
The Friars,The Friars,ViperPitHex,45,WARDENS,6438.953388,2038.704166
The Gale,The Gale,TempestIslandHex,45,WARDENS,9012.532359,3283.328194
The Gallows,The Gallows,WestgateHex,57,WARDENS,3457.866840,3227.603296
The Grave of Erastos,The Grave of Erastos,ShackledChasmHex,58,COLONIALS,6801.207783,4148.703215
The Heir's Knife,The Heir's Knife,StonecradleHex,45,WARDENS,4141.394248,2448.379289
The Iris,The Iris,TempestIslandHex,58,WARDENS,9074.835689,3080.946533
The Jade Cove,The Jade Cove,FarranacCoastHex,58,WARDENS,3524.996946,2782.138380
The King,The King,ClansheadValleyHex,58,WARDENS,7481.155108,1237.520357
The Last Grove,The Last Grove,LinnMercyHex,45,COLONIALS,5007.449844,2974.574452
The Latch,The Latch,CallahansPassageHex,56,COLONIALS,6105.426317,2358.457727
The Long Fast,The Long Fast,StonecradleHex,45,WARDENS,4274.196439,2538.658761
The Long Whine,The Long Whine,LinnMercyHex,56,WARDENS,4988.623929,2428.203213
The Manacle,The Manacle,KingsCageHex,56,WARDENS,4239.336182,3079.539777
The Old Captain,The Old Captain,TheFingersHex,58,COLONIALS,10041.163973,3606.896281
The Old Jack Tar,The Old Jack Tar,EndlessShoreHex,45,WARDENS,7890.600722,3480.627188
The Old Mourn,The Old Mourn,StlicanShelfHex,45,WARDENS,7992.928322,2871.994993
The Overland,The Overland,EndlessShoreHex,45,COLONIALS,8265.519264,3798.278932
The Pale House,The Pale House,StlicanShelfHex,58,WARDENS,7899.274802,2616.285941
The Parras,The Parras,GutterHex,58,WARDENS,2970.562129,2149.795474
The Pendant,The Pendant,SableportHex,45,COLONIALS,4554.372350,3862.087585
The Pike,The Pike,ClansheadValleyHex,58,WARDENS,7487.321879,1593.538960
The Pippeli Stones,The Pippeli Stones,PalantineBermHex,45,WARDENS,2306.605859,2567.464444
The Pits,The Pits,DeadLandsHex,45,COLONIALS,5853.204530,3204.217823
The Plough,The Plough,HeartlandsHex,45,COLONIALS,5165.783421,4239.123049
The Prairie Bazaar,The Prairie Bazaar,LinnMercyHex,58,COLONIALS,5230.393123,2860.967259
The Procession,The Procession,CallahansPassageHex,45,COLONIALS,6124.195283,2170.073099
The Reach,The Reach,StonecradleHex,45,WARDENS,4542.049755,1980.791988
The Robin's Nest,The Robin's Nest,SableportHex,45,COLONIALS,4605.735023,4063.751833
The Roilfort,The Roilfort,LochMorHex,45,COLONIALS,5199.676510,3763.224763
The Rush,The Rush,TempestIslandHex,58,WARDENS,8985.659998,2975.915598
The Salt Farms,The Salt Farms,DeadLandsHex,58,COLONIALS,5879.803555,3393.912962
The Salt March,The Salt March,DeadLandsHex,45,COLONIALS,6210.793443,3097.973801
The Saltcaps,The Saltcaps,DrownedValeHex,57,COLONIALS,6779.561103,3281.159860
The Satyr Stone,The Satyr Stone,FishermansRowHex,45,WARDENS,3001.209160,3353.270427
The Scrying Belt,The Scrying Belt,NevishLineHex,58,WARDENS,3671.250523,1557.057138
The South Wind,The South Wind,StlicanShelfHex,45,WARDENS,8295.663940,2952.101712
The Spade,The Spade,MooringCountyHex,45,WARDENS,4880.507899,1726.377637
The Spearhead,The Spearhead,StemaLandingHex,58,WARDENS,2907.662914,3862.618307
The Spine,The Spine,DeadLandsHex,58,COLONIALS,5718.529389,2892.635570
The Spitrocks,The Spitrocks,MarbanHollow,45,COLONIALS,6521.810690,2861.502531
The Squall,The Squall,LykosIsleHex,45,COLONIALS,9641.798484,2337.391308
The Steel Road,The Steel Road,OriginHex,45,COLONIALS,3663.957627,4123.291744
The Stone Plank,The Stone Plank,AllodsBightHex,45,COLONIALS,7655.826104,3953.758037
The Swan,The Swan,GreatMarchHex,58,COLONIALS,5802.664641,5193.807163
The Treasury,The Treasury,ClahstraHex,58,WARDENS,7345.301651,3096.782273
The Turncoat,The Turncoat,AllodsBightHex,45,COLONIALS,7319.963440,4186.770617
The Vanguard,The Vanguard,ShackledChasmHex,58,COLONIALS,6838.639203,4540.560342
The Vault,The Vault,ClahstraHex,45,WARDENS,7303.581921,2907.513408
The Waif,The Waif,OnyxHex,45,COLONIALS,8678.967701,4959.232735
The Wane,The Wane,StemaLandingHex,45,WARDENS,2962.890489,4264.299713
The Wash,The Wash,DrownedValeHex,45,COLONIALS,6547.859428,3560.957909
The Weathering Halls,The Weathering Halls,WeatheredExpanseHex,58,WARDENS,7385.825194,1937.239417
The Whetstone,The Whetstone,SableportHex,45,COLONIALS,4186.255099,3966.738290
The Wind Hills,The Wind Hills,MooringCountyHex,45,WARDENS,5003.104999,2100.026842
Therizó,Therizó,TerminusHex,58,COLONIALS,7379.357683,5079.639413
Thetus Ring,Thetus Ring,AcrithiaHex,58,COLONIALS,6589.776505,5184.087513
Thimble Base,Thimble Base,ReaversPassHex,45,COLONIALS,8038.084458,4735.972027
Third Chapter,Third Chapter,ClahstraHex,58,WARDENS,7472.986464,2867.138134
Thornhold,Thornhold,StlicanShelfHex,45,WARDENS,7940.429359,2741.274939
Thunderbolt,Thunderbolt,TerminusHex,45,COLONIALS,7275.610812,4580.724514
Thunderfoot,Thunderfoot,UmbralWildwoodHex,58,COLONIALS,5725.079888,3999.498386
Tine,Tine,SpeakingWoodsHex,58,WARDENS,5234.810913,744.977550
Titancall,Titancall,TheFingersHex,45,COLONIALS,9763.635306,3803.530628
Toad's Plinth,Toad's Plinth,WrestaHex,45,COLONIALS,9093.313298,4259.260377
Tomb Father,Tomb Father,NevishLineHex,45,WARDENS,3502.890520,2078.999680
Tomb of the First,Tomb of the First,LochMorHex,45,COLONIALS,4901.808751,3317.200190
Trammel Pool,Trammel Pool,StonecradleHex,45,WARDENS,4608.838423,2188.261071
Transept,Transept,ClahstraHex,45,WARDENS,7238.938464,3299.945928
Transient Valley,Transient Valley,FarranacCoastHex,45,WARDENS,3729.203224,2376.038601
Tuatha Watchpost,Tuatha Watchpost,EndlessShoreHex,56,WARDENS,8524.158124,3576.154484
Ulster Falls,Ulster Falls,LinnMercyHex,58,COLONIALS,5087.264642,2624.705253
Underlook,Underlook,PalantineBermHex,45,WARDENS,1929.557557,2405.622936
Unruly,Unruly,NevishLineHex,45,WARDENS,3736.916636,1436.462858
Ursa Base,Ursa Base,GodcroftsHex,45,WARDENS,9114.972103,1997.273290
Ustio,Ustio,StemaLandingHex,45,WARDENS,2766.838987,4013.603936
Vagrant Bastion,Vagrant Bastion,UmbralWildwoodHex,45,COLONIALS,5895.845209,3719.501742
Vendett,Vendett,PalantineBermHex,57,WARDENS,1935.488780,2701.167963
Verge Wing,Verge Wing,StemaLandingHex,45,WARDENS,2520.644825,4016.385219
Vessel,Vessel,DrownedValeHex,58,COLONIALS,6534.498793,3719.090786
Victa,Victa,FarranacCoastHex,57,WARDENS,3521.054595,2968.225610
Victoria Hill,Victoria Hill,RedRiverHex,45,COLONIALS,5377.950501,5379.222085
Violethome,Violethome,GreatMarchHex,58,COLONIALS,5711.757982,4632.815583
Vulpine Watch,Vulpine Watch,StlicanShelfHex,58,WARDENS,8126.331560,2841.048687
Warlord's Stead,Warlord's Stead,TerminusHex,58,COLONIALS,7192.146519,4768.372040
Watchful Nave,Watchful Nave,ClahstraHex,58,COLONIALS,7311.282144,3406.795277
Weephome,Weephome,ClahstraHex,45,WARDENS,7645.096708,3013.764702
Wellchurch,Wellchurch,EndlessShoreHex,56,WARDENS,8205.541976,3523.322907
Westgate Keep,Westgate Keep,WestgateHex,45,COLONIALS,3662.520013,3603.757766
Westmarch,Westmarch,LochMorHex,45,COLONIALS,5242.723198,3270.952991
White Chapel,White Chapel,CallahansPassageHex,56,WARDENS,6118.943809,2020.006885
Wiccwalk,Wiccwalk,MooringCountyHex,45,WARDENS,5374.136349,2013.701374
Wightwalk,Wightwalk,WeatheredExpanseHex,58,WARDENS,7604.322591,2218.859606
Windburn Landing,Windburn Landing,PalantineBermHex,45,WARDENS,2174.488597,2400.282232
Winding Bolas,Winding Bolas,TerminusHex,45,COLONIALS,7685.401349,4706.991973
Wisp's Warning,Wisp's Warning,DrownedValeHex,45,COLONIALS,6497.470904,3384.537088
Woodbind,Woodbind,EndlessShoreHex,57,COLONIALS,8381.051188,3743.719680
World Star,World Star,OriginHex,45,COLONIALS,3712.543896,4669.526914
World's End,World's End,StonecradleHex,45,WARDENS,4084.095190,2265.868219
Wound,Wound,SpeakingWoodsHex,45,WARDENS,5483.712377,851.414963
Wyattwick,Wyattwick,WestgateHex,45,COLONIALS,3386.762504,3810.298652
Yöohja,Yöohja,OlavisWakeHex,45,WARDENS,1313.874371,2230.579199
Zeus' Demise,Zeus' Demise,WestgateHex,45,COLONIALS,3541.727175,3803.787995

Hex Centers: Global Coordinates
region,center_x,center_y
AcrithiaHex,6656.000000,5328.000000
AllodsBightHex,7424.000000,3996.000000
AshFieldsHex,4352.000000,4884.000000
BasinSionnachHex,5888.000000,444.000000
CallahansPassageHex,5888.000000,2220.000000
CallumsCapeHex,4352.000000,1332.000000
ClahstraHex,7424.000000,3108.000000
ClansheadValleyHex,7424.000000,1332.000000
DeadLandsHex,5888.000000,3108.000000
DrownedValeHex,6656.000000,3552.000000
EndlessShoreHex,8192.000000,3552.000000
FarranacCoastHex,3584.000000,2664.000000
FishermansRowHex,2816.000000,3108.000000
GodcroftsHex,8960.000000,2220.000000
GreatMarchHex,5888.000000,4884.000000
GutterHex,2816.000000,2220.000000
HeartlandsHex,5120.000000,4440.000000
HowlCountyHex,6656.000000,888.000000
KalokaiHex,5888.000000,5772.000000
KingsCageHex,4352.000000,3108.000000
KuuraStrandHex,2816.000000,1332.000000
LinnMercyHex,5120.000000,2664.000000
LochMorHex,5120.000000,3552.000000
LykosIsleHex,9728.000000,2664.000000
MarbanHollow,6656.000000,2664.000000
MooringCountyHex,5120.000000,1776.000000
MorgensCrossingHex,8192.000000,1776.000000
NevishLineHex,3584.000000,1776.000000
OarbreakerHex,2048.000000,3552.000000
OlavisWakeHex,1280.000000,2220.000000
OnyxHex,8960.000000,4884.000000
OriginHex,3584.000000,4440.000000
PalantineBermHex,2048.000000,2664.000000
PariPeakHex,2048.000000,1776.000000
PipersEnclaveHex,10496.000000,3996.000000
ReachingTrailHex,5888.000000,1332.000000
ReaversPassHex,8192.000000,4440.000000
RedRiverHex,5120.000000,5328.000000
SableportHex,4352.000000,3996.000000
ShackledChasmHex,6656.000000,4440.000000
SpeakingWoodsHex,5120.000000,888.000000
StemaLandingHex,2816.000000,3996.000000
StlicanShelfHex,8192.000000,2664.000000
StonecradleHex,4352.000000,2220.000000
TempestIslandHex,8960.000000,3108.000000
TerminusHex,7424.000000,4884.000000
TheFingersHex,9728.000000,3552.000000
TyrantFoothillsHex,9728.000000,4440.000000
UmbralWildwoodHex,5888.000000,3996.000000
ViperPitHex,6656.000000,1776.000000
WeatheredExpanseHex,7424.000000,2220.000000
WestgateHex,3584.000000,3552.000000
WrestaHex,8960.000000,3996.000000
